gameDate,gamePk,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition,batSide,pitchHand,teamAbbrev,gameLogSummary,note,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves
2026-04-13,823073,686780,Pedro Pagés,Pedro,Pagés,43,1998-09-17,27,"5' 11""",245,Catcher,Right,Right,STL,1-3 | RBI,,3,1,0,0,0,1,0,0,0,0,0,0,4,,,,,,,,,,
2026-04-13,823073,669461,Matthew Liberatore,Matthew,Liberatore,32,1999-11-06,26,"6' 4""",215,Pitcher,Left,Left,STL,"5.0 IP, 4 ER, 2 K, 3 BB",,,,,,,,,,,,,,,5.0,4,6,1,2,3,105,0,1,0
2026-04-13,823073,602104,Ramón Urías,Ramón,Urías,29,1994-06-03,31,"5' 9""",185,Third Base,Right,Right,STL,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,592773,Ryne Stanek,Ryne,Stanek,55,1991-07-26,34,"6' 4""",226,Pitcher,Right,Right,STL,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,669160,Dustin May,Dustin,May,3,1997-09-06,28,"6' 6""",180,Pitcher,Right,Right,STL,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,691026,Masyn Winn,Masyn,Winn,0,2002-03-21,24,"5' 9""",185,Shortstop,Right,Right,STL,"1-1 | 2B, 3 BB",,1,1,1,0,0,0,0,0,3,0,0,0,4,,,,,,,,,,
2026-04-13,823073,671056,Iván Herrera,Ivan,Herrera,48,2000-06-01,25,"5' 11""",220,Catcher,Right,Right,STL,1-5,,5,1,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,
2026-04-13,823073,671655,George Valera,George,Valera,7,2000-11-13,25,"5' 10""",195,Outfielder,Left,Left,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,542888,Shawn Armstrong,Shawn,Armstrong,43,1990-09-11,35,"6' 2""",225,Pitcher,Right,Right,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,800050,Chase DeLauter,Chase,DeLauter,24,2001-10-08,24,"6' 3""",235,Outfielder,Left,Left,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,641401,Connor Brogdon,Connor,Brogdon,75,1995-01-29,31,"6' 6""",205,Pitcher,Right,Right,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,595978,Austin Hedges,Austin,Hedges,27,1992-08-18,33,"6' 0""",220,Catcher,Right,Right,CLE,"0-2 | BB, RBI, R",,2,0,0,0,0,1,1,0,1,0,0,0,4,,,,,,,,,,
2026-04-13,823073,682177,Daniel Schneemann,Daniel,Schneemann,10,1997-01-23,29,"6' 0""",185,Second Base,Left,Right,CLE,"1-5 | 3 K, 2 RBI",,5,1,0,0,0,2,0,3,0,0,0,0,5,,,,,,,,,,
2026-04-13,823073,677944,Slade Cecconi,Slade,Cecconi,44,1999-06-24,26,"6' 4""",219,Pitcher,Right,Right,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,677587,Brayan Rocchio,Brayan,Rocchio,4,2001-01-13,25,"5' 9""",170,Shortstop,Switch,Right,CLE,"2-3 | HR, BB, 2 RBI",,3,2,0,0,1,2,2,0,1,0,1,0,4,,,,,,,,,,
2026-04-13,823073,670036,Matt Festa,Matthew,Festa,52,1993-03-11,33,"6' 1""",195,Pitcher,Right,Right,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,666310,Bo Naylor,Noah,Naylor,23,2000-02-21,26,"5' 9""",205,Catcher,Left,Right,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,681807,David Fry,David,Fry,6,1995-11-20,30,"6' 1""",215,First Base,Right,Right,CLE,"1-4 | BB, K, 2 R",,4,1,0,0,0,0,2,1,1,0,0,0,5,,,,,,,,,,
2026-04-13,823073,671922,Cade Smith,Cade,Smith,36,1999-05-09,26,"6' 5""",230,Pitcher,Right,Right,CLE,"1.0 IP, 0 ER, 0 K, 0 BB",,,,,,,,,,,,,,,1.0,0,1,0,0,0,18,0,0,0
2026-04-13,823073,608070,José Ramírez,José,Ramírez,11,1992-09-17,33,"5' 8""",190,Third Base,Switch,Right,CLE,"2-4 | 2B, BB, R",,4,2,1,0,0,0,1,0,1,2,0,0,5,,,,,,,,,,
2026-04-13,823073,680757,Steven Kwan,Steven,Kwan,38,1997-09-05,28,"5' 8""",170,Outfielder,Left,Left,CLE,2-5 | 2 RBI,,5,2,0,0,0,2,0,0,0,0,0,0,5,,,,,,,,,,
2026-04-13,823073,688883,Peyton Pallette,Peyton,Pallette,41,2001-05-09,24,"6' 1""",190,Pitcher,Right,Right,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,682657,Angel Martínez,Angel,Martínez,1,2002-01-27,24,"5' 11""",200,Outfielder,Switch,Right,CLE,"2-5 | HR, RBI, R",,5,2,0,0,1,1,1,0,0,0,0,0,5,,,,,,,,,,
2026-04-13,823073,682877,Juan Brito,Juan,Brito,34,2001-09-24,24,"6' 0""",202,Shortstop,Switch,Right,CLE,"1-4 | K, R",,4,1,0,0,0,0,1,1,0,0,0,0,4,,,,,,,,,,
2026-04-13,823073,700932,Kyle Manzardo,Kyle,Manzardo,9,2000-07-18,25,"5' 11""",205,First Base,Left,Right,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,800048,Parker Messick,Parker,Messick,77,2000-10-26,25,"6' 0""",225,Pitcher,Left,Left,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,676282,Joey Cantillo,Joseph,Cantillo,54,1999-12-18,26,"6' 4""",225,Pitcher,Left,Left,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,681870,Erik Sabrowski,Erik,Sabrowski,62,1997-10-31,28,"6' 4""",230,Pitcher,Right,Left,CLE,"1.0 IP, 0 ER, 0 K, 0 BB",,,,,,,,,,,,,,,1.0,0,0,0,0,0,9,0,0,0
2026-04-13,823073,668909,Gavin Williams,Gavin,Williams,32,1999-07-26,26,"6' 6""",250,Pitcher,Left,Right,CLE,"5.0 IP, 2 ER, 4 K, 2 BB",,,,,,,,,,,,,,,5.0,2,5,1,4,2,93,1,0,0
2026-04-13,823073,683769,Hunter Gaddis,Hunter,Gaddis,33,1998-04-09,28,"6' 6""",260,Pitcher,Right,Right,CLE,"1.0 IP, ER, K, BB",,,,,,,,,,,,,,,1.0,1,2,0,1,1,21,0,0,0
2026-04-13,823073,676440,Tanner Bibee,Tanner,Bibee,28,1999-03-05,27,"6' 2""",205,Pitcher,Right,Right,CLE,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823073,682120,Tim Herrin,Tim,Herrin,29,1996-10-08,29,"6' 6""",230,Pitcher,Left,Left,CLE,"1.0 IP, 0 ER, K, BB",,,,,,,,,,,,,,,1.0,0,1,0,1,1,24,0,0,0
2026-04-13,823073,656555,Rhys Hoskins,Rhys,Hoskins,8,1993-03-17,33,"6' 3""",241,First Base,Right,Right,CLE,"0-4 | BB, K, R",,4,0,0,0,0,0,1,1,1,0,0,0,5,,,,,,,,,,
2026-04-13,825024,671732,Lawrence Butler,Lawrence,Butler,4,2000-07-10,25,"6' 3""",210,Outfielder,Left,Right,ATH,"1-4 | HR, RBI, R",,4,1,0,0,1,1,1,0,0,0,0,0,4,,,,,,,,,,
2026-04-13,825024,622663,Luis Severino,Luis,Severino,40,1994-02-20,32,"6' 2""",218,Pitcher,Right,Right,ATH,"6.0 IP, 4 ER, 7 K, 3 BB",,,,,,,,,,,,,,,6.0,4,6,2,7,3,94,0,1,0
2026-04-13,825024,669372,J.T. Ginn,John,Ginn,35,1999-05-20,26,"6' 2""",200,Pitcher,Right,Right,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,680869,Zack Gelof,Zachary,Gelof,20,1999-10-19,26,"6' 2""",205,Second Base,Right,Right,ATH,0-1 | K,,1,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,
2026-04-13,825024,643446,Jeff McNeil,Jeffrey,McNeil,22,1992-04-08,34,"6' 0""",195,Second Base,Left,Right,ATH,1-4,,4,1,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,
2026-04-13,825024,686993,Justin Sterner,Justin,Sterner,60,1996-08-29,29,"6' 1""",215,Pitcher,Right,Right,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,642851,Austin Wynns,Robert,Wynns,29,1990-12-10,35,"6' 1""",190,Catcher,Right,Right,ATH,0-0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2026-04-13,825024,605130,Scott Barlow,Scott,Barlow,58,1992-12-18,33,"6' 3""",210,Pitcher,Right,Right,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,666126,Carlos Cortes,Carlos,Cortes,26,1997-06-30,28,"5' 7""",197,Outfielder,Left,Switch,ATH,0-3,,3,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,
2026-04-13,825024,682052,Jacob Lopez,Jacob,Lopez,57,1998-03-11,28,"6' 4""",220,Pitcher,Left,Left,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,691777,Max Muncy,Maxwell,Muncy,3,2002-08-25,23,"6' 0""",180,Third Base,Right,Right,ATH,1-1 | HBP,,1,1,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,
2026-04-13,825024,669270,Joel Kuhnel,Joel,Kuhnel,47,1995-02-19,31,"6' 5""",290,Pitcher,Right,Right,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,672016,Denzel Clarke,Denzel,Clarke,1,2000-05-01,25,"6' 3""",220,Outfielder,Right,Right,ATH,0-2 | 2 K,,2,0,0,0,0,0,0,2,0,0,0,0,2,,,,,,,,,,
2026-04-13,825024,691016,Tyler Soderstrom,Tyler,Soderstrom,21,2001-11-24,24,"6' 2""",200,Outfielder,Left,Right,ATH,0-3 | BB,,3,0,0,0,0,0,0,0,1,0,0,0,4,,,,,,,,,,
2026-04-13,825024,665660,Elvis Alvarado,Elvis,Alvarado,37,1999-02-23,27,"6' 6""",253,Pitcher,Right,Right,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,687231,Darell Hernaiz,Darell,Hernaiz,2,2001-08-03,24,"5' 11""",190,Third Base,Right,Right,ATH,0-2 | K,,2,0,0,0,0,0,0,1,0,0,0,0,2,,,,,,,,,,
2026-04-13,825024,650644,Aaron Civale,Aaron,Civale,45,1995-06-12,30,"6' 1""",245,Pitcher,Right,Right,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,701762,Nick Kurtz,Nicholas,Kurtz,16,2003-03-12,23,"6' 5""",240,First Base,Left,Left,ATH,"0-3 | BB, 2 K",,3,0,0,0,0,0,0,2,1,0,0,0,4,,,,,,,,,,
2026-04-13,825024,663687,Hogan Harris,Hogan,Harris,36,1996-12-26,29,"6' 3""",230,Pitcher,Right,Left,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,665622,Luis Medina,Luis,Medina,46,1999-05-03,26,"6' 1""",175,Pitcher,Right,Right,ATH,"1.1 IP, 0 ER, K, BB",,,,,,,,,,,,,,,1.1,0,0,0,1,1,26,0,0,0
2026-04-13,825024,669127,Shea Langeliers,Shea,Langeliers,23,1997-11-18,28,"5' 11""",205,Catcher,Right,Right,ATH,2-4 | 2 K,,4,2,0,0,0,0,0,2,0,0,0,0,4,,,,,,,,,,
2026-04-13,825024,643410,Mark Leiter Jr.,Mark,Leiter,38,1991-03-13,35,"6' 0""",210,Pitcher,Right,Right,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,678022,Jack Perkins,Jackson,Perkins,50,1999-12-26,26,"6' 1""",220,Pitcher,Right,Right,ATH,"1.2 IP, 4 ER, 4 K, BB",,,,,,,,,,,,,,,1.2,4,5,0,4,1,43,0,0,0
2026-04-13,825024,628451,Andy Ibáñez,Andy,Ibáñez,77,1993-04-03,33,"5' 10""",205,Third Base,Right,Right,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,605488,Jeffrey Springs,Jeffrey,Springs,59,1992-09-20,33,"6' 3""",218,Pitcher,Left,Left,ATH,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,805779,Jacob Wilson,Jacob,Wilson,5,2002-03-30,24,"6' 2""",190,Shortstop,Right,Right,ATH,0-4,,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,
2026-04-13,825024,694497,Evan Carter,Evan,Carter,32,2002-08-29,23,"6' 2""",190,Outfielder,Left,Right,TEX,"0-4 | BB, 2 K, R",,4,0,0,0,0,0,1,2,1,0,0,0,5,,,,,,,,,,
2026-04-13,825024,694671,Wyatt Langford,Wyatt,Langford,36,2001-11-15,24,"6' 0""",225,Outfielder,Right,Right,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,677958,Kumar Rocker,Kumar,Rocker,80,1999-11-22,26,"6' 5""",245,Pitcher,Right,Right,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,669394,Jake Burger,Jacob,Burger,21,1996-04-10,30,"6' 0""",230,First Base,Right,Right,TEX,"2-4 | 2 HR, BB, K",,4,2,0,0,2,4,2,1,1,0,0,0,5,,,,,,,,,,
2026-04-13,825024,641302,Tyler Alexander,Tyler,Alexander,13,1994-07-14,31,"6' 1""",214,Pitcher,Right,Left,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,592626,Joc Pederson,Joc,Pederson,3,1992-04-21,33,"6' 1""",220,First Base,Left,Left,TEX,"3-5 | K, R",,5,3,0,0,0,0,1,1,0,0,0,0,5,,,,,,,,,,
2026-04-13,825024,683004,Jack Leiter,Jack,Leiter,22,2000-04-21,25,"6' 1""",205,Pitcher,Right,Right,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,681168,Luis Curvelo,Luis,Curvelo,57,2000-10-21,25,"6' 1""",170,Pitcher,Right,Right,TEX,"2.0 IP, ER, K, 0 BB",,,,,,,,,,,,,,,2.0,1,2,1,1,0,19,0,0,0
2026-04-13,825024,656641,Jacob Latz,Jacob,Latz,67,1996-04-08,30,"6' 2""",185,Pitcher,Right,Left,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,656222,Jalen Beeks,Jalen,Beeks,68,1993-07-10,32,"5' 11""",215,Pitcher,Left,Left,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,608369,Corey Seager,Corey,Seager,5,1994-04-27,31,"6' 4""",215,Shortstop,Left,Right,TEX,"1-4 | 2B, BB, K",,4,1,1,0,0,0,2,1,1,0,0,0,5,,,,,,,,,,
2026-04-13,825024,676395,Robert Garcia,Robert,Garcia,62,1996-06-14,29,"6' 4""",236,Pitcher,Right,Left,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,673962,Josh Jung,Joshua,Jung,6,1998-02-12,28,"6' 1""",214,Third Base,Right,Right,TEX,"1-4 | 2B, K, 2 RBI",,4,1,1,0,0,2,0,1,0,0,0,0,4,,,,,,,,,,
2026-04-13,825024,457705,Andrew McCutchen,Andrew,McCutchen,4,1986-10-10,39,"5' 10""",190,Outfielder,Right,Right,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,543309,Kyle Higashioka,Kyle,Higashioka,11,1990-04-20,35,"6' 1""",202,Catcher,Right,Right,TEX,"2-4 | BB, R",,4,2,0,0,0,0,1,0,1,0,0,1,5,,,,,,,,,,
2026-04-13,825024,677649,Ezequiel Duran,Ezequiel,Duran,20,1999-05-22,26,"5' 10""",185,Shortstop,Right,Right,TEX,"1-3 | BB, K, SB",,3,1,0,0,0,0,0,1,1,1,0,0,4,,,,,,,,,,
2026-04-13,825024,669022,MacKenzie Gore,MacKenzie,Gore,1,1999-02-24,27,"6' 2""",193,Pitcher,Left,Left,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,594798,Jacob deGrom,Jacob,deGrom,48,1988-06-19,37,"6' 4""",180,Pitcher,Left,Right,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,607043,Brandon Nimmo,Brandon,Nimmo,24,1993-03-27,33,"6' 1""",206,Outfielder,Left,Right,TEX,0-5 | 4 K,,5,0,0,0,0,0,0,4,0,0,0,0,5,,,,,,,,,,
2026-04-13,825024,669701,Josh Smith,Josh,Smith,8,1997-08-07,28,"5' 9""",172,Shortstop,Left,Right,TEX,"1-4 | K, 2 RBI, R",,4,1,0,0,0,2,1,1,0,0,0,0,4,,,,,,,,,,
2026-04-13,825024,664059,Sam Haggerty,Samuel,Haggerty,0,1994-05-26,31,"5' 11""",175,Outfielder,Switch,Right,TEX,0-0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2026-04-13,825024,643376,Danny Jansen,Daniel,Jansen,9,1995-04-15,30,"6' 2""",240,Catcher,Right,Right,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,596001,Jakob Junis,Jakob,Junis,16,1992-09-16,33,"6' 3""",238,Pitcher,Right,Right,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,543135,Nathan Eovaldi,Nathan,Eovaldi,17,1990-02-13,36,"6' 2""",217,Pitcher,Right,Right,TEX,"7.0 IP, 0 ER, 7 K, 2 BB",,,,,,,,,,,,,,,7.0,0,3,0,7,2,84,1,0,0
2026-04-13,825024,668390,Cole Winn,Cole,Winn,60,1999-11-25,26,"6' 2""",190,Pitcher,Right,Right,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,825024,455119,Chris Martin,Christopher,Martin,31,1986-06-02,39,"6' 8""",224,Pitcher,Right,Right,TEX,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,669257,Will Smith,William,Smith,16,1995-03-28,31,"5' 10""",195,Catcher,Right,Right,LAD,"1-3 | BB, RBI",,3,1,0,0,0,1,0,0,1,0,0,0,4,,,,,,,,,,
2026-04-13,823964,687221,Dalton Rushing,Dalton,Rushing,68,2001-02-21,25,"6' 0""",220,Catcher,Left,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,607192,Tyler Glasnow,Tyler,Glasnow,31,1993-08-23,32,"6' 8""",225,Pitcher,Left,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,681911,Alex Vesia,Alexander,Vesia,51,1996-04-11,30,"6' 1""",209,Pitcher,Left,Left,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,663656,Kyle Tucker,Kyle,Tucker,23,1997-01-17,29,"6' 3""",212,Outfielder,Left,Right,LAD,"0-2 | 2 BB, K, R",,2,0,0,0,0,0,1,1,2,0,0,0,4,,,,,,,,,,
2026-04-13,823964,571970,Max Muncy,Maxwell,Muncy,13,1990-08-25,35,"5' 10""",215,Third Base,Left,Right,LAD,0-4 | 4 K,,4,0,0,0,0,0,0,4,0,0,0,0,4,,,,,,,,,,
2026-04-13,823964,518692,Freddie Freeman,Frederick,Freeman,5,1989-09-12,36,"6' 4""",220,First Base,Left,Right,LAD,"2-4 | 2B, K, R",,4,2,1,0,0,0,1,1,0,0,0,0,4,,,,,,,,,,
2026-04-13,823964,683618,Edgardo Henriquez,Edgardo,Henriquez,60,2002-06-24,23,"6' 4""",200,Pitcher,Right,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,808975,Hyeseong Kim,Hyeseong,Kim,6,1999-01-27,27,"5' 10""",175,Second Base,Left,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,656945,Tanner Scott,Tanner,Scott,66,1994-07-22,31,"6' 0""",235,Pitcher,Right,Left,LAD,"1.0 IP, 0 ER, 0 K, 0 BB",,,,,,,,,,,,,,,1.0,0,1,0,0,0,8,0,0,0
2026-04-13,823964,669289,Santiago Espinal,Santiago,Espinal,21,1994-11-13,31,"5' 9""",185,Third Base,Right,Right,LAD,0-4 | K,,4,0,0,0,0,0,0,1,0,0,0,0,4,,,,,,,,,,
2026-04-13,823964,669165,Kyle Hurt,Kyle,Hurt,63,1998-05-30,27,"6' 3""",240,Pitcher,Right,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,660271,Shohei Ohtani,Shohei,Ohtani,17,1994-07-05,31,"6' 4""",210,Two-Way Player,Left,Right,LAD,"0-4 | HBP, K, R",,4,0,0,0,0,0,1,1,0,0,0,0,5,,,,,,,,,,
2026-04-13,823964,694361,Will Klein,William,Klein,61,1999-11-28,26,"6' 5""",230,Pitcher,Right,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,680736,Justin Wrobleski,Justin,Wrobleski,70,2000-07-14,25,"6' 1""",194,Pitcher,Left,Left,LAD,"8.0 IP, 0 ER, 2 K, 0 BB",,,,,,,,,,,,,,,8.0,0,2,0,2,0,90,1,0,0
2026-04-13,823964,606192,Teoscar Hernández,Teoscar,Hernández,37,1992-10-15,33,"6' 0""",215,Outfielder,Right,Right,LAD,"1-2 | 2B, 2 BB, K",,2,1,1,0,0,0,0,1,2,0,0,0,4,,,,,,,,,,
2026-04-13,823964,681624,Andy Pages,Andy,Pages,44,2000-12-08,25,"6' 1""",212,Outfielder,Right,Right,LAD,"1-4 | HR, 2 K, 3 RBI",,4,1,0,0,1,3,1,2,0,0,0,0,4,,,,,,,,,,
2026-04-13,823964,621242,Edwin Díaz,Edwin,Díaz,3,1994-03-22,32,"6' 3""",165,Pitcher,Right,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,669743,Alex Call,Alex,Call,12,1994-09-27,31,"5' 11""",189,Outfielder,Right,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,686218,Emmet Sheehan,George,Sheehan,80,1999-11-15,26,"6' 5""",220,Pitcher,Right,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,500743,Miguel Rojas,Miguel,Rojas,72,1989-02-24,37,"5' 10""",188,Second Base,Right,Right,LAD,"3-4 | 2B, K, CS",,4,3,1,0,0,0,0,1,0,0,1,0,4,,,,,,,,,,
2026-04-13,823964,676263,Jack Dreyer,Jacob,Dreyer,86,1999-02-27,27,"6' 2""",205,Pitcher,Right,Left,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,595014,Blake Treinen,Blake,Treinen,49,1988-06-30,37,"6' 5""",225,Pitcher,Right,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,808963,Roki Sasaki,Roki,Sasaki,11,2001-11-03,24,"6' 2""",187,Pitcher,Right,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,690976,Alex Freeland,Alexander,Freeland,76,2001-08-24,24,"5' 11""",200,Second Base,Switch,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,808967,Yoshinobu Yamamoto,Yoshinobu,Yamamoto,18,1998-08-17,27,"5' 10""",176,Pitcher,Right,Right,LAD,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,620443,Luis Torrens,Luis,Torrens,13,1996-05-02,29,"5' 11""",217,Catcher,Right,Right,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,666182,Bo Bichette,Bo,Bichette,19,1998-03-05,28,"5' 11""",190,Shortstop,Right,Right,NYM,0-3,,3,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,
2026-04-13,823964,621438,Tyrone Taylor,Tyrone,Taylor,28,1994-01-22,32,"6' 0""",218,Outfielder,Right,Right,NYM,0-3,,3,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,
2026-04-13,823964,680702,Joey Gerber,Joseph,Gerber,56,1997-05-03,28,"6' 4""",212,Pitcher,Right,Right,NYM,"2.0 IP, 0 ER, 5 K, BB",,,,,,,,,,,,,,,2.0,0,2,0,5,1,47,0,0,0
2026-04-13,823964,682626,Francisco Alvarez,Francisco,Alvarez,4,2001-11-19,24,"5' 10""",233,Catcher,Right,Right,NYM,1-3,,3,1,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,
2026-04-13,823964,668901,Mark Vientos,Mark,Vientos,27,1999-12-11,26,"6' 3""",185,Third Base,Right,Right,NYM,0-3 | K,,3,0,0,0,0,0,0,1,0,0,0,0,3,,,,,,,,,,
2026-04-13,823964,640455,Sean Manaea,Sean,Manaea,59,1992-02-01,34,"6' 5""",245,Pitcher,Right,Left,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,668964,Tobias Myers,Tobias,Myers,32,1998-08-05,27,"6' 1""",223,Pitcher,Right,Right,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,683146,Brett Baty,Brett,Baty,7,1999-11-13,26,"6' 3""",210,Third Base,Left,Right,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,623211,Huascar Brazobán,Huascar,Brazobán,43,1989-10-15,36,"6' 3""",155,Pitcher,Right,Right,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,596133,Luke Weaver,Luke,Weaver,30,1993-08-21,32,"6' 2""",180,Pitcher,Right,Right,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,701807,Carson Benge,Carson,Benge,3,2003-01-20,23,"6' 1""",184,Outfield,Left,Right,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,642207,Devin Williams,Devin,Williams,38,1994-09-21,31,"6' 2""",193,Pitcher,Right,Right,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,673540,Kodai Senga,Kodai,Senga,34,1993-01-30,33,"6' 1""",202,Pitcher,Left,Right,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,502054,Tommy Pham,Thomas,Pham,39,1988-03-08,38,"6' 1""",225,Outfielder,Right,Right,NYM,0-3 | K,,3,0,0,0,0,0,0,1,0,0,0,0,3,,,,,,,,,,
2026-04-13,823964,543760,Marcus Semien,Marcus,Semien,10,1990-09-17,35,"6' 0""",195,Second Base,Right,Right,NYM,1-3,,3,1,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,
2026-04-13,823964,656849,David Peterson,David,Peterson,23,1995-09-03,30,"6' 6""",240,Pitcher,Left,Left,NYM,"5.0 IP, 4 ER, 7 K, 4 BB",,,,,,,,,,,,,,,5.0,4,5,1,7,4,89,0,1,0
2026-04-13,823964,642547,Freddy Peralta,Freddy,Peralta,51,1996-06-04,29,"6' 0""",198,Pitcher,Right,Right,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,605280,Clay Holmes,Clayton,Holmes,35,1993-03-27,33,"6' 5""",245,Pitcher,Right,Right,NYM,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13,823964,596019,Francisco Lindor,Francisco,Lindor,12,1993-11-14,32,"5' 10""",190,Shortstop,Switch,Right,NYM,0-4,,4,0,0,0,0,0,0,0,0,0,0,1,4,,,,,,,,,,
